customerID,Contract,PaperlessBilling,PaymentMethod,tenure_group,MonthlyChargeBand,TotalChargeBand,contract_key
8133-ANHHJ,One year,No,Bank transfer (automatic),49-60 Months,Premium,Q4,5568
2270-CHBFN,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q4,5569
0013-EXCHZ,Month-to-month,Yes,Mailed check,0-12 Months,High,Q1,5570
5982-FPVQN,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,5571
9107-UKCKY,One year,Yes,Electronic check,61-72 Months,High,Q4,5572
4654-ULTTN,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,5573
5550-VFRLC,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,5574
5546-BYZSM,Month-to-month,No,Electronic check,25-48 Months,Low,Q2,5575
1492-KGETH,One year,No,Bank transfer (automatic),61-72 Months,High,Q4,5576
4929-BSTRX,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,5577
4163-HFTUK,One year,No,Electronic check,49-60 Months,Low,Q2,5578
8215-NGSPE,Two year,No,Mailed check,25-48 Months,Low,Q2,5579
2225-ZRGSG,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,5580
8859-YSTWS,One year,No,Bank transfer (automatic),25-48 Months,Low,Q2,5581
5271-YNWVR,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,5582
7601-DHFWZ,Two year,No,Credit card (automatic),25-48 Months,Low,Q2,5583
2657-ALMWY,Month-to-month,No,Electronic check,25-48 Months,High,Q3,5584
6330-JKLPC,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q2,5585
4667-OHGKG,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,5586
1998-VHJHK,One year,No,Mailed check,25-48 Months,Low,Q2,5587
1707-HABPF,One year,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,5588
1660-HSOOQ,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,5589
7253-UVNDW,Two year,No,Credit card (automatic),25-48 Months,Medium,Q3,5590
0487-VVUVK,Month-to-month,Yes,Mailed check,25-48 Months,Low,Q2,5591
7228-OMTPN,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5592
5063-IUOKK,Two year,No,Mailed check,13-24 Months,Low,Q1,5593
4508-OEBEY,One year,Yes,Credit card (automatic),25-48 Months,High,Q3,5594
0027-KWYKW,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,5595
2308-STERM,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5596
5982-XMDEX,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,5597
6284-AHOOQ,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Premium,Q3,5598
6051-PTVNS,One year,No,Credit card (automatic),49-60 Months,Low,Q2,5599
2344-JMOGN,Month-to-month,Yes,Mailed check,0-12 Months,Premium,Q2,5600
3799-ISUZQ,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q2,5601
2877-VDUER,One year,No,Mailed check,25-48 Months,Medium,Q2,5602
9152-AMKAK,Two year,Yes,Mailed check,0-12 Months,High,Q2,5603
1794-HBQTJ,Month-to-month,Yes,Credit card (automatic),0-12 Months,Medium,Q1,5604
9432-VOFYX,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,5605
8049-WJCLQ,Month-to-month,No,Mailed check,0-12 Months,Medium,Q2,5606
6586-PSJOX,One year,No,Credit card (automatic),13-24 Months,Medium,Q2,5607
2460-FPSYH,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,5608
9705-ZJBCG,One year,No,Bank transfer (automatic),13-24 Months,Medium,Q2,5609
4818-DRBQT,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,High,Q3,5610
1320-HTRDR,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5611
6847-KJLTS,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,5612
9670-BPNXF,One year,Yes,Credit card (automatic),25-48 Months,Medium,Q3,5613
3913-FCUUW,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5614
3301-VKTGC,One year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5615
1493-AMTIE,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Low,Q1,5616
9555-SAHUZ,Month-to-month,No,Electronic check,25-48 Months,Medium,Q3,5617
0816-TSPHQ,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5618
9932-WBWIK,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5619
4619-EVPHY,One year,Yes,Bank transfer (automatic),13-24 Months,Premium,Q3,5620
5286-YHCVC,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,5621
6424-ELEYH,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q1,5622
4391-RESHN,Month-to-month,Yes,Mailed check,13-24 Months,Premium,Q3,5623
9115-YQHGA,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,5624
4462-CYWMH,Month-to-month,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5625
8963-MQVYN,Month-to-month,Yes,Electronic check,13-24 Months,Low,Q2,5626
2458-EOMRE,Month-to-month,No,Bank transfer (automatic),0-12 Months,Medium,Q2,5627
9334-GWGOW,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5628
6821-BUXUX,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q2,5629
5028-HTLJB,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5630
9801-GDWGV,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,5631
6542-LWGXJ,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5632
5567-GZKQY,Two year,No,Credit card (automatic),49-60 Months,Low,Q2,5633
1222-LRYKO,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5634
2320-JRSDE,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,5635
2087-QAREY,Month-to-month,Yes,Mailed check,13-24 Months,Medium,Q2,5636
0601-WZHJF,Month-to-month,No,Electronic check,13-24 Months,Medium,Q2,5637
4423-JWZJN,One year,No,Credit card (automatic),61-72 Months,Premium,Q4,5638
5143-WMWOG,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,5639
6490-FGZAT,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5640
5393-RXQSZ,Month-to-month,No,Electronic check,0-12 Months,High,Q1,5641
7452-FOLON,One year,No,Bank transfer (automatic),25-48 Months,Low,Q2,5642
2320-TZRRH,One year,No,Mailed check,13-24 Months,Low,Q2,5643
0231-LXVAP,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5644
9444-JTXHZ,Month-to-month,No,Electronic check,0-12 Months,High,Q1,5645
4942-VZZOM,One year,Yes,Credit card (automatic),61-72 Months,Medium,Q4,5646
5510-BOIUJ,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5647
7502-BNYGS,Month-to-month,Yes,Credit card (automatic),25-48 Months,Medium,Q3,5648
4291-HYEBC,One year,Yes,Electronic check,25-48 Months,Medium,Q2,5649
6147-CBCRA,Month-to-month,No,Mailed check,25-48 Months,Low,Q2,5650
6047-SUHPR,One year,No,Electronic check,25-48 Months,Medium,Q3,5651
4471-KXAUH,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5652
9752-ZNQUT,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,5653
7638-QVMVY,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5654
1576-PFZIW,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,5655
5666-MBJPT,Two year,Yes,Bank transfer (automatic),61-72 Months,Low,Q3,5656
7312-XSBAT,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,5657
3096-GKWEB,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,5658
2371-JQHZZ,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,5659
0674-GCDXG,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5660
1121-QSIVB,One year,Yes,Mailed check,25-48 Months,High,Q3,5661
4396-KLSEH,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,5662
3244-DCJWY,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5663
2824-MYYBN,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,5664
0875-CABNR,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q2,5665
6345-HOVES,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,5666
8318-LCNBW,One year,No,Credit card (automatic),25-48 Months,Medium,Q3,5667
6469-QJKZW,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,5668
0147-ESWWR,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,5669
1217-VASWC,One year,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,5670
7812-FZHPE,Month-to-month,No,Mailed check,13-24 Months,Low,Q2,5671
6370-ZVHDV,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,5672
5915-DGNVC,One year,No,Electronic check,49-60 Months,High,Q3,5673
6260-XLACS,One year,No,Mailed check,0-12 Months,Low,Q1,5674
3566-CAAYU,Two year,No,Electronic check,61-72 Months,Medium,Q3,5675
4983-CCWMC,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,5676
9103-CXVOK,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,5677
2896-TBNBE,One year,No,Electronic check,25-48 Months,High,Q3,5678
4797-AXPXK,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,5679
5229-PRWKT,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5680
6982-UQZLY,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,5681
2522-WLNSF,One year,No,Bank transfer (automatic),25-48 Months,Medium,Q3,5682
3841-CONLJ,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,5683
5057-LCOUI,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,5684
0193-ESZXP,One year,Yes,Credit card (automatic),49-60 Months,Premium,Q4,5685
4475-NVTLU,Two year,No,Electronic check,25-48 Months,Low,Q2,5686
4369-HTUIF,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q2,5687
9386-LDCZR,One year,Yes,Credit card (automatic),25-48 Months,Premium,Q4,5688
9585-KKMFD,Two year,Yes,Mailed check,25-48 Months,Low,Q2,5689
5399-ZIMKF,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5690
0336-KXKFK,Two year,Yes,Credit card (automatic),61-72 Months,Medium,Q4,5691
5619-XZZKR,One year,No,Mailed check,0-12 Months,Low,Q1,5692
3948-FVVRP,Month-to-month,No,Mailed check,0-12 Months,Medium,Q2,5693
5327-XOKKY,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,5694
0983-TATYJ,One year,Yes,Mailed check,25-48 Months,Medium,Q3,5695
1813-JYWTO,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,5696
0156-FVPTA,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,5697
1984-FCOWB,One year,Yes,Electronic check,61-72 Months,Premium,Q4,5698
0654-HMSHN,Month-to-month,No,Electronic check,13-24 Months,Premium,Q3,5699
6719-OXYBR,Month-to-month,No,Electronic check,13-24 Months,High,Q2,5700
3312-ZWLGF,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5701
6476-YHMGA,Month-to-month,No,Bank transfer (automatic),13-24 Months,High,Q2,5702
5287-QWLKY,Month-to-month,Yes,Credit card (automatic),61-72 Months,Premium,Q4,5703
0795-XCCTE,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,5704
0168-XZKBB,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,5705
3785-NRHYR,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5706
5196-SGOAK,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5707
4537-DKTAL,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,5708
7072-MBHEV,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q2,5709
5602-BVFMK,One year,No,Mailed check,0-12 Months,Low,Q1,5710
6297-NOOPG,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,5711
1891-UAWWU,Month-to-month,No,Electronic check,13-24 Months,Premium,Q3,5712
8204-TIFGJ,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Low,Q2,5713
8050-DVOJX,Two year,No,Credit card (automatic),49-60 Months,High,Q4,5714
6108-OQZDQ,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q1,5715
0363-QJVFX,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q3,5716
8903-XEBGX,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,5717
8169-SAEJD,Two year,No,Credit card (automatic),61-72 Months,Medium,Q4,5718
9840-DVNDC,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q2,5719
1089-XZWHH,Two year,Yes,Mailed check,13-24 Months,Low,Q2,5720
2325-WINES,One year,Yes,Credit card (automatic),25-48 Months,Premium,Q3,5721
6064-ZATLR,Two year,No,Bank transfer (automatic),25-48 Months,Medium,Q3,5722
3096-JRDSO,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,5723
7824-PANSQ,Month-to-month,No,Bank transfer (automatic),49-60 Months,High,Q4,5724
8042-JVNFH,Month-to-month,Yes,Mailed check,0-12 Months,High,Q1,5725
9648-BCHKM,Two year,Yes,Credit card (automatic),13-24 Months,Low,Q2,5726
2888-ADFAO,Two year,Yes,Bank transfer (automatic),25-48 Months,Low,Q2,5727
8707-HOEDG,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,5728
3374-LXDEV,Month-to-month,No,Electronic check,13-24 Months,High,Q2,5729
4072-IPYLT,Month-to-month,No,Credit card (automatic),25-48 Months,Medium,Q3,5730
7167-PCEYD,Two year,Yes,Mailed check,61-72 Months,Low,Q2,5731
4936-YPJNK,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,5732
1580-BMCMR,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,5733
4817-KEQSP,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q2,5734
6408-WHTEF,Two year,Yes,Mailed check,61-72 Months,High,Q4,5735
9251-AWQGT,Two year,No,Mailed check,25-48 Months,Low,Q2,5736
8749-CLJXC,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5737
7989-VCQOH,Month-to-month,No,Electronic check,13-24 Months,High,Q3,5738
5049-GLYVG,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5739
4199-QHJNM,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,5740
8882-TLVRW,Two year,No,Mailed check,61-72 Months,Medium,Q3,5741
5883-GTGVD,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,5742
5135-GRQJV,Two year,Yes,Mailed check,61-72 Months,Premium,Q4,5743
2384-OVPSA,Two year,No,Mailed check,25-48 Months,Low,Q2,5744
1371-WEPDS,One year,No,Electronic check,25-48 Months,Medium,Q3,5745
3580-GICBM,Two year,Yes,Mailed check,61-72 Months,Low,Q3,5746
4817-QRJSX,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q2,5747
9730-DRTMJ,One year,Yes,Credit card (automatic),25-48 Months,High,Q3,5748
4686-UXDML,Month-to-month,Yes,Credit card (automatic),13-24 Months,Premium,Q3,5749
3349-ANQNH,One year,Yes,Electronic check,49-60 Months,Premium,Q4,5750
2398-YPMUR,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,5751
0932-YIXYU,Two year,No,Credit card (automatic),25-48 Months,Low,Q2,5752
7480-SPLEF,Two year,Yes,Bank transfer (automatic),61-72 Months,Low,Q3,5753
7636-XUHWW,Month-to-month,Yes,Credit card (automatic),0-12 Months,Low,Q1,5754
1431-CYWMH,Month-to-month,No,Bank transfer (automatic),13-24 Months,Low,Q2,5755
5937-EORGB,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q2,5756
6349-JDHQP,Two year,No,Credit card (automatic),49-60 Months,Low,Q2,5757
5539-HIVAK,Month-to-month,No,Mailed check,25-48 Months,Low,Q2,5758
5847-MXBEO,One year,No,Mailed check,13-24 Months,Low,Q2,5759
9985-MWVIX,Month-to-month,Yes,Mailed check,0-12 Months,High,Q1,5760
4583-PARNH,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,5761
1116-FRYVH,Two year,No,Mailed check,25-48 Months,Medium,Q3,5762
1421-HCERK,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,5763
9633-XQABV,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5764
0716-BQNDX,Two year,No,Electronic check,49-60 Months,Premium,Q4,5765
1265-XTECC,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,5766
1183-CANVH,One year,No,Bank transfer (automatic),13-24 Months,Medium,Q2,5767
1972-XMUWV,Two year,Yes,Credit card (automatic),61-72 Months,Medium,Q4,5768
8679-LZBMD,One year,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,5769
3407-JMJQQ,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,5770
6252-DFGTK,One year,No,Credit card (automatic),25-48 Months,Medium,Q3,5771
1539-LNKHM,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,5772
8645-KOMJQ,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5773
0289-IVARM,Month-to-month,No,Electronic check,25-48 Months,Medium,Q3,5774
9761-XUJWD,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,5775
4057-FKCZK,Two year,No,Bank transfer (automatic),49-60 Months,High,Q4,5776
4291-TPNFG,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,5777
6087-YPWHO,Two year,No,Mailed check,61-72 Months,Medium,Q4,5778
3090-QFUVD,Month-to-month,No,Credit card (automatic),0-12 Months,Low,Q1,5779
2237-ZFSMY,One year,Yes,Electronic check,25-48 Months,Premium,Q3,5780
1722-LDZJS,One year,No,Credit card (automatic),49-60 Months,Low,Q2,5781
1818-ESQMW,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5782
4871-JTKJF,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,5783
1415-YFWLT,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5784
7401-RUBNK,Month-to-month,No,Electronic check,13-24 Months,High,Q3,5785
0506-YLVKJ,Two year,Yes,Mailed check,25-48 Months,Low,Q2,5786
8661-BOYNW,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,5787
6711-VTNRE,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5788
4815-GBTCD,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,5789
2805-AUFQN,Two year,No,Credit card (automatic),25-48 Months,Low,Q2,5790
0980-PVMRC,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,5791
7233-DRTRF,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,5792
3500-RMZLT,Month-to-month,Yes,Mailed check,13-24 Months,Premium,Q3,5793
3873-NFTGI,Month-to-month,Yes,Credit card (automatic),13-24 Months,Medium,Q2,5794
1162-ECVII,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,5795
7048-GXDAY,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,5796
8571-ZCMCX,Two year,Yes,Credit card (automatic),25-48 Months,Medium,Q3,5797
1169-WCVAK,Month-to-month,Yes,Credit card (automatic),13-24 Months,High,Q3,5798
4548-SDBKE,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5799
8066-POXGX,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,5800
7129-CAKJW,Month-to-month,No,Bank transfer (automatic),13-24 Months,High,Q2,5801
8695-ARGXZ,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,5802
3570-YUEKJ,Month-to-month,Yes,Electronic check,25-48 Months,Medium,Q3,5803
4143-OOBWZ,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5804
1555-HAPSU,Two year,No,Credit card (automatic),61-72 Months,Low,Q3,5805
1697-NVVGY,Month-to-month,No,Bank transfer (automatic),13-24 Months,Medium,Q2,5806
7854-EKTJL,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,5807
8464-EETCQ,Two year,No,Credit card (automatic),49-60 Months,Low,Q2,5808
2419-FSORS,Two year,Yes,Electronic check,61-72 Months,Premium,Q4,5809
8132-YPVBX,Month-to-month,Yes,Mailed check,0-12 Months,High,Q2,5810
9102-IAYHT,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,5811
6754-LZUKA,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,5812
3422-LYEPQ,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5813
8099-MZPUJ,Two year,No,Credit card (automatic),25-48 Months,Premium,Q4,5814
0787-LHDYT,Month-to-month,Yes,Credit card (automatic),13-24 Months,Low,Q1,5815
2642-DTVCO,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5816
0374-IOEGQ,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,5817
4361-JEIVL,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,5818
3197-NNYNB,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,5819
3396-DKDEL,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,5820
1752-OZXFY,One year,Yes,Mailed check,49-60 Months,Medium,Q3,5821
9066-QRSDU,One year,Yes,Electronic check,61-72 Months,Low,Q3,5822
9112-WSNPU,Month-to-month,No,Electronic check,25-48 Months,High,Q3,5823
9867-NNXLC,Month-to-month,Yes,Mailed check,13-24 Months,Low,Q2,5824
5321-NTRKC,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,5825
1363-TXLSL,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5826
9507-EXLTT,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q1,5827
3161-GETRM,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q3,5828
0402-OAMEN,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,5829
6933-VLYFX,One year,No,Electronic check,25-48 Months,Medium,Q3,5830
6754-WKSHP,One year,No,Bank transfer (automatic),25-48 Months,Low,Q2,5831
9846-GKXAS,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Premium,Q2,5832
6017-PPLPX,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,5833
4976-LNFVV,Month-to-month,Yes,Credit card (automatic),13-24 Months,Low,Q2,5834
5055-MGMGF,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,5835
4641-FROLU,Two year,No,Mailed check,25-48 Months,Low,Q2,5836
2862-JVEOY,One year,No,Mailed check,0-12 Months,Low,Q1,5837
2969-QWUBZ,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,5838
9822-BIIGN,Month-to-month,No,Electronic check,49-60 Months,High,Q4,5839
2077-MPJQO,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,5840
1534-OULXE,One year,Yes,Bank transfer (automatic),61-72 Months,Medium,Q3,5841
7136-RVDTZ,One year,Yes,Electronic check,61-72 Months,Medium,Q3,5842
2971-SGAFL,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,5843
1480-IVEVR,One year,Yes,Bank transfer (automatic),25-48 Months,High,Q3,5844
2905-KFQUV,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q1,5845
4581-SSPWD,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,5846
3370-HXOPH,Month-to-month,No,Electronic check,0-12 Months,High,Q1,5847
9391-YZEJW,One year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,5848
9958-MEKUC,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,5849
